"TITLE"	"CATEGORY"
"Metro-North worker dies after being hit by train while working on tracks in East  ..."	"b"
"Liam Hemsworth Admits He And Ex-FiancÃ© Miley Cyrus ""Will Always Be Best  ..."	"e"
"Kim Kardashian emerges fresh-faced from cosmetic laser clinic as wedding nears"	"e"
"Ashton Kutcher, Orlando Bloom Among Latest Members Of Lindsay Lohan's 'Hall  ..."	"e"
"Clearing the Aereo"	"e"
"Neurologist has his license revoked after being accused of sex with brain injured  ..."	"m"
"Iconic 1964 World's Fair Photos Reveal How Future Of Science & Technology  ..."	"e"
"With Alitalia, Etihad Adds to Its Global Stable of Airlines"	"b"
"Miley Cyrus - Miley Cyrus' Tour Bus Catches Fire"	"e"
"Tiffany Profit Tops Estimates as Higher Prices Boost Revenue (1)"	"b"
"GM's Barra Saying Sorry Seeks to Limit Fallout From Late Recall"	"b"
"Tesla in Pact With New York Auto Dealers for More Car Stores"	"b"
"Scientists Clone Stem Cells From Two Adult Men In Major Breakthrough"	"m"
"AKB48, Japanese girl band singers suffer horrific injuries after crazed fan attacks  ..."	"e"
"Independence Day Pump Prices May Hit 6-Year High on Iraq"	"t"
"Zack Snyder Reveals Ben Affleck's New Batmobile In Teasing Photo"	"e"
"Kim Kardashian - Kim Kardashian dresses up North"	"e"
"Netflix Declines Most Since October on Apple Competition (1)"	"t"
"Will Smith and Jada have 'no issues' with daughter Willow lying in bed with  ..."	"e"
"Elisabeth Hasselbeck Is Livid About Rosie O'Donnell's Return To 'The View'"	"e"
"Buffett Says His Successor at Berkshire Should Get Stock Options"	"b"
"Dollar Holds Gains on Fed Rate Speculation After May CPI"	"b"
"Met Gala streaker tackled by police just feet away from red carpet"	"e"
"Beastie Boys Once Again Fight For Their Right... Copyright, That Is."	"e"
"Credit Suisse Sees Commodities Opportunities on Pullback"	"b"
"Meds and Movement: My Breast Cancer Treatment Plan"	"m"
"George Clooney and fiancée Amal Alamuddin share a romantic dinner in Mexico"	"e"
"Britney Spears hits her local supermarket dressed in gym clothes after returning  ..."	"e"
"Sofia Coppola - Sofia Coppola to direct The Little Mermaid"	"e"
"Ciara and fiancé Future confirm they're expecting a boy as they celebrate baby  ..."	"e"
"Farley Mowat - Author Farley Mowat Dead At 92"	"e"
"Bill Murray Crashes Bachelor Party, Do We Have A New Favorite Murray Moment?"	"e"
"Cleaning up your image? Justin Bieber shares dressed up photos of himself  ..."	"e"
"Malaysia Jet Response Must Curb Pilot Powers, Emirates Says"	"b"
"China Accuses Vietnam of Ramming Ships Near Rig in Disputed Seas"	"b"
"Kimye And The #WorldsMostTalkedAbout Cover Of Vogue"	"e"
"Lithuania Is Ready to Adopt the Euro in 2015, EU Says"	"b"
"Woman's Cancer Wiped Out By Enormous Dose Of Measles Virus In Landmark  ..."	"m"
"Bachelorette's Andi Dorfman is summer chic in skinny white jeans on Extra after  ..."	"e"
"Apple Grants New Retail Chief Ahrendts Stock Worth $68.1 Million"	"b"
"Allegations of sexual harassment at Comic-Con"	"e"
"Americans Are Totally Over McDonald's, Taco Bell And KFC"	"b"
"China Regulators Said to Draft Plan for Bank Failure Risks"	"b"
"Industry Sees Costly Rules After Obama Embrace of Climate Report"	"t"
"""How To Train Your Dragon 2"" Outdoes the Original"	"e"
"Wake Up, Internet -- Time to Save Yourself"	"t"
"MERS virus spread from one man to another in Illinois 'during business meeting  ..."	"m"
"Mark Ruffalo Doesn't Read Internet Comments Either"	"e"
"Google Restores Links To Some News Articles After Outcry"	"t"
"Ben Affleck Card Counting Barring: A Boon For Vegas?"	"e"
"'They took center stage!' Sofia Vergara stuns in skintight black dress while  ..."	"e"
"'Dom Hemingway': Jude Law Takes A Gritty Role In A Low-Budget Meathead Of  ..."	"e"
"Gerard Pique attends 2014 Billboard Music Awards with pop star girlfriend  ..."	"e"
"Despite The Haters, Zendaya Coleman Will Live The Dream And Play Her Idol  ..."	"e"
"Vietnam's Stocks Post Biggest Loss in Decade on China Tensions"	"b"
"US Soybean Stockpiles Drop as Farmers See Record-High Acreage"	"b"
"Morrissey Cancels Remainder Of US Tour Due To Virus"	"e"
"The secret of the perfect selfie: Researchers reveal the facial features that are  ..."	"m"
"Josh Hutcherson looks eerily defeated in new government propaganda teaser  ..."	"e"
"Netflix Joining Programming Lineup Of 3 US Cable-TV Services"	"e"
"Kazakhstan's Credit-Rating Outlook Cut to Negative by S&P"	"b"
"Gold Reaches 19-Week High as China, Ukraine Raise Haven Demand"	"b"
"USDA Issues First License for Vaccine to Fight Pig-Killing Virus"	"m"
"Brad Pitt & Angelina Jolie Reportedly Set To Star In New Movie Together"	"e"
"Explosive 'Scandal' Season Finale, A Happy Ending?"	"e"
"From Familiar to Foreign: A Gay Christian Goes Back to Church"	"e"
"'The Other Woman' Review: It Has Zip But Little Else"	"e"
"Rihanna - Rihanna Stuns In Sheer Gown At Fashion Awards"	"e"
"Obama Administration Plans To Dramatically Alter Transportation Funding For  ..."	"b"
"Diller Goes Big in US High Court Gamble on Aereo's Future (1)"	"e"
"Benghazi Becomes Issue In Arizona Governor GOP Primary"	"b"
"Kim Kardashian shares flashback photo of herself as a baby"	"e"
"Ford Said to Decide on Fields as CEO as Mulally Plans Departure"	"b"
"Priceline reserves OpenTable in a tasty $2.6 billion all-cash deal"	"b"
"Amanda Holden taking part in campaign to highlight dementia sufferers"	"m"
"'How I Met Your Mother' Meets the Mother and Loses Its Heart"	"e"
"James Franco poses for selfie with pretty blonde as he signs autographs at stage  ..."	"e"
"Heartbleed: Why Changing Your Passwords Isn't Enough"	"t"
"Rob Kardashian's 'Father Wounds'"	"e"
"Peta Murgatroyd says why Brooke Burke was replaced on Dancing With The  ..."	"e"
"Jennifer Lawrence - Jennifer Lawrence: People will get 'sick' of me"	"e"
"Found: Cancer's deadly 'mother cells' that if killed, could wipe out the disease"	"m"
"EPA Moves To Block Pebble Mine Construction In Alaska And Protect Salmon"	"b"
"Chiara de Blasio joins her parents at New York's Gay Pride parade as the day is  ..."	"e"
"EPA's Winning Streak Extended as High Court Backs Greenhouse Permits"	"b"
"Peter Mayhew - Peter Mayhew returning to Star Wars"	"e"
"European Bonds Advance, Led by Portugal, Amid Deflation Concern"	"b"
"'Candy Crush' Maker Seeks Valuation Up to $7.6 Billion"	"b"
"Comcast Goes to Washington... and Flops"	"t"
"Amber Heard on set after birthday night with Johnny Depp"	"e"
"Blankfein Sees Guilty Plea by Global Bank as Cause for Concern"	"b"
"Emma Watson - Emma Watson Suffered Bleeding Lips In Kissing Scene"	"e"
"Kim Kardashian sports all-black gym gear as she joins Kanye West for  ..."	"e"
"ECB's Draghi Testifies About Policies (Q&A Part 2)"	"b"
"Asian Stocks Outside Japan Fall Before Fed Meeting Ends"	"b"
"You Never Have To Unfollow Someone On Twitter Again"	"t"
"Pope Francis - Pope Francis cancels meeting with Noah team"	"e"
"The Rolling Stones Support Mick Jagger Following L'Wren Scott's Death"	"e"
"Double trouble! Chris Hemsworth and wife Elsa Pataky welcome twin BOYS"	"e"
"Rita Ora - Rita Ora Forgot Her Lines Filming Fifty Shades Of Grey Movie"	"e"
"Women Face Far Greater Issues Than Being Called Bossy"	"e"
"Mark Ruffalo Cites Jennifer Garner's Husband, Ben Affleck, As Reason Behind  ..."	"e"
"Why so shy? Lea Michele keeps her head down after claims her new boyfriend  ..."	"e"
"Musk Plans Tesla Patent Move After Hint of Sharing With Rivals"	"t"
"Puts Shrink Amid Longest Run of Market Calm Since 1995"	"b"
"Suki Waterhouse stuns in a strapless gown as she stands out at The Homesman  ..."	"e"
"Purdue's Abuse-Resistant Pill Gets FDA Priority Review"	"m"
"Bachelor Juan Pablo Galavis chooses Nikki Ferrell... but says he 'isn't 100 per  ..."	"e"
"Katherine Heigl Feels 'Betrayed' By Her Career"	"e"
"FAA Suggests Southwest Pay $12 Million Fine Over Jet Repairs"	"b"
"Jenna Dewan's Colorful Minidress Has Us Thinking Of Summer"	"e"
"China's CICC Said to Invite Investment Banks for Hong Kong IPO"	"b"
"Behind Every Easter Is a Crucifixion"	"e"
"White House To Make Another Big Push On Climate With New Report On Impacts"	"t"
"One Direction fans and parents are dumping tickets for upcoming gigs and  ..."	"e"
"GM Executive Says Google Could Be 'Competitive Threat'"	"t"
"Sanrio shocker! Company reveals Hello Kitty is not actually a cat"	"e"
"Was Outkast's Comeback at Coachella A Total Disaster?"	"e"
"Many Smokers Are Unaware Of These Tobacco Truths"	"m"
"One Direction Members Smoke Weed In Leaked Video"	"e"
"Wholesale Prices in US Rise More Than Forecast on Services"	"b"
"Bryan Cranston Gets Kid Prom Date By Being Walter White"	"e"
"Bury the 'Hachette'"	"b"
"Mother outraged after teenage boy who dresses as a girl is banned from wearing  ..."	"t"
"Zac Efron - Zac Efron 'not investing' in dating market"	"e"
"New Clues Point To Amazon Unveiling A Phone"	"t"
"CBS Outdoor Seeks to Buy Small Rivals After $560 Million IPO (2)"	"b"
"The Hole in Microsoft Explorer is Bigger Than You Think"	"t"
"Angus T. Jones Slams 'Two And A Half Men' After Finding Christianity: ""I Was A  ..."	"e"
"How To Protect Yourself From This New Terrifying Security Flaw Called  ..."	"t"
"Taylor Swift - Taylor Swift Wins Three-year Restraining Order Against  ..."	"e"
"Agricultural Bank Posts Slower Profit Growth Amid Loan Curbs (1)"	"b"
"Wiz Khalifa - Wiz Khalifa's Jail Cell Phone Snaps Prompt Police Investigation"	"e"
"UK Unemployment Stays at 7.2% as BOE Sees Further Pound Risks"	"b"
"Exact Sciences' Colon Cancer Test at Home Finds More Tumors (1)"	"m"
"Alibaba Loss Shows Hong Kong Market Needs Change, Li Says (1)"	"b"
"The Feds Go After FedEx for Shipping Drugs"	"b"
"Dollar Falls Most in a Week Versus Yen on Fed Rate View"	"b"
"Coldplay's 'Ghost Stories' Is Biggest-Selling Album Of 2014 So Far"	"e"
"Emerging Market Stocks Rally With Currencies on Fed Rate Outlook"	"b"
"Seth Rogen - Seth Rogen Feared Upsetting Baby's Dad On Movie Set"	"e"
"Full-fat please! How dieters are ditching low-calorie products for 'more filling  ..."	"m"
"Strong Jobs Report Raises a Question: How Much Can the US Economy Grow?"	"b"
"NEW YORK (AP) — Paul Walker's brothers are filling in to help finish filming on  ..."	"e"
"Yen Strongest in Week as Ukraine Boosts Haven Demand; Kiwi Falls"	"b"
"Audi Forecasts 'Double-Digit' Growth in China Sales This Year"	"b"
"Rolf Harris faces being stripped of honours awarded by the Queen in Britain and  ..."	"e"
"Coolest Parents You Could Ask For: Alicia Keys And Swizz Beatz Expecting  ..."	"e"
"Kim Kardashian - Kim Kardashian's Vogue flies off shelves"	"e"
"New Microsoft's Surface boss Satya Nadella set to unveil smaller tablet to take  ..."	"t"
"How does she breathe in that? Kim Kardashian steps out in a VERY clingy white  ..."	"e"
"Maine's unemployment rate falls to 6.2 percent"	"b"
"Huge Google Event Interrupted By Protester: 'Develop A Conscience!'"	"t"
"Facebook Can Now Listen To Everything You Listen To"	"t"
"Yahoo Japan Cancels Plan to Acquire EAccess From SoftBank (1)"	"b"
"Adam Levine Likes ""Creepy"" New Blond Hair"	"e"
"Chris Brown - Chris Brown 'loves' Karrueche Tran"	"e"
"Taylor Swift - Taylor Swift Named Top Money Maker For 2014"	"e"
"Asia Developing Economies to Grow at Slower Pace as China Cools"	"b"
"Drew Barrymore - Drew Barrymore pays tribute to late half-sister"	"e"
"Europe's New Google Rule Has Many Americans Angry And Confused"	"t"
"Sony Tops Console Sales to Beat Microsoft for Third Month (1)"	"t"
"Argentine Bonds Fall as Capitanich Rules Out Mission to New York"	"b"
"Katherine Heigl takes her children for a walk after it emerges she is suing drug  ..."	"e"
"Tim Geithner Tried To Quit 3 Months Into Treasury Secretary Stint"	"b"
"Obamacare users urged to reset passwords to protect system from the  ..."	"t"
"Neil Young - Neil Young Calls On Big Name Pals To Help Him Launch Pono  ..."	"e"
"Facebook finally apologises for secretly manipulating nearly 1m people's  ..."	"t"
"MSNBC Celebrates Cinco De Mayo In Worst Possible Way"	"e"
"Samsung admits its flagship Galaxy S5 phone's cameras are 'dying'"	"t"
"The FCC Picks Another Fight Online"	"t"
"Treasuries Rally as Uneven Recovery Bolsters Bond Sale"	"b"
"Caught On Tape: EMT Driver Voguing"	"m"
"Tech Companies Create Fund To Avoid The Next Heartbleed Bug"	"t"
"Kirstie Alley - Kirstie Alley Re-teams With Jenny Craig"	"e"
"US Stocks Fall on Retail Earnings as Small-Caps Retreat"	"b"
"Chipotle Prices Are About To Go Up"	"b"
"Selena Gomez - Selena Gomez's Unwanted Visitor Is Charged - Again"	"e"
"Björk Is Getting Her Own Massive Art Exhibition At MoMA"	"e"
"Kanye West - Kanye West Booed At Wireless Festival"	"e"
"Demi Lovato Opens Up About Her Gay Family History"	"e"
"Comcast Just Accused Netflix Of Screwing Its Users To Make A Point"	"e"
"Coldplay - Chris Martin Signs On To The Voice Us"	"e"
"Pfizer's $99 Billion Bid for AstraZeneca Is a Tax Shelter"	"b"
"Spanish Bonds Advance With Italy's on Draghi's Low Rates Stance"	"b"
"Beyonce and Jay Z celebrate their fabulous lives with a brunch at Venice hotspot"	"e"
"Dave Coulier ties the knot with Melissa Bring in rustic Montana wedding with Full  ..."	"e"
"Michael Jackson - Joe Jackson: 'Michael Visits Me In My Dreams'"	"e"
"Max Mosley and chilling Euro ruling that ANYONE can airbrush their history"	"t"
"Olivia Palermo Weds German Model Johannes Huebl After Six Years Of Dating"	"e"
"Lew Urges Yuan Gains, Sees No Global Risk From China Real Estate"	"b"
"AT&T Can 'Say Anything': AT&T IP Transition Trials and the Direct TV Merger  ..."	"t"
"Euro-Area April Inflation Quickens Less Than Estimated"	"b"
"Shia LaBeouf Arrested, Adding To Catalogue Of Legal Troubles. Check Out The  ..."	"e"
"Every Suit Barney's Ever Worn On 'How I Met Your Mother'"	"e"
"Piers Morgan Finishes CNN Run With Anti-Gun Statement ""I Want More Of You  ..."	"e"
"Would You Pay $30000 To Look Like Kim Kardashian?"	"e"
"NEW YORK (AP) — Stocks are edging higher as another big week for company  ..."	"b"
"GE May Improve Bid for Alstom's Energy Units, Minister Says"	"b"
"James Franco Offers Explanation For Half-Naked Selfies: ""It's What The People  ..."	"e"
"BNP to Pay Almost $9 Billion in US Sanctions Plea Deal"	"b"
"Kim Kardashian Reportedly Gives Kanye West A Monopoly Board For His Birthday"	"e"
"Hedge Funds Cut Gold Bets in Longest Slide of 2014"	"b"
"'Astonishing' rise in autism nationwide means 1 in 68 US children have the  ..."	"m"
"Lifestyles of the rich and famous! Jay Z and Beyoncé take to the high seas in  ..."	"e"
"Allison Williams - Allison Williams To Play Peter Pan In Live Musical Tv Special"	"e"
"Chevron Falls as Output Drops Despie Rising Spending"	"b"
"Josh Elliot to quit GMA for NBC Sports after 'he tried to negotiate raise following  ..."	"e"
"FDA Approves Drug For Ragweed Pollen Allergy"	"m"
"Angelina Jolie Says Privileged Moms 'Shouldn't Complain'"	"e"
"Mom 'Trusting God' for Ebola-Infected US Doctor's Life"	"m"
"Toby Kebbell Cast As Villain Doctor Doom In 'Fantastic Four' Reboot"	"e"
"Last-Minute Tax Strategies to Be Retirement Ready"	"b"
"Facebook Developing Its Own Snapchat With 'Slingshot': Report"	"t"
"Chris Rock interviews white people at a monster truck rally about rap lyrics and  ..."	"e"
"MTV Movie Awards 2014: Nick Lachey left bewildered when Grumpy Cat is  ..."	"e"
"Euro Falls for Third Week as Economic Measures Spur Easing View"	"b"
"Goodbye 'Chelsea Lately': Chelsea Handler Steps Down From E! Role"	"e"
"The Game - Ti And The Game In Standoff With Cops"	"e"
"Renesas Surges After Report Apple May Buy Design Unit Stake (1)"	"b"
"Bank Of America's $6 Billion Legal Bill Cuts Into Profit"	"b"
"We Have Rihanna And Anna Wintour's Text Messages, And They're Amazing"	"e"
"Demi Lovato - Demi Lovato Chastises Paparazzi For Bullying Tactics"	"e"
"Belle Knox, Duke Porn Star, Talks 'The View': I Have A Friend In Whoopi Goldberg"	"e"
"The electrical implant that can zap the paralysed into moving again"	"m"
"What Lies Beneath Pablo Picasso's Painting 'The Blue Room'?"	"e"
"Home > Alex Trebek > Jeopardy! Host Alex Trebek Becomes Record-breaking  ..."	"e"
"Outrage over Kardashian sisters 'TEXTING' and chatting at MTV VMAs during a  ..."	"e"
"Speaking Two Languages May Slow Brain Aging"	"m"
"Don't Snort It, and Other Powdered Alcohol Pro Tips"	"e"
"Everything You Need To Know About 'Titanfall,' The Year's Biggest Game"	"t"
"Linn Energy to Buy Gas Wells From Devon for $2.3 Billion"	"b"
"Jupiter's Red Spot Shrinks To Smallest Size Ever Seen (VIDEO, PHOTOS)"	"t"
"Lana Del Rey to sing Young and Beautiful at Kim Kardashian and Kanye West's  ..."	"e"
"UK Omitted From Plan to Eliminate TB in Rich Countries"	"m"
"Cyrus and Flaming Lips' Wayne Coyne cover Beatles song Lucy In The Sky With  ..."	"e"
"Stunning Photos Of Christians Observing Holy Week Around The World"	"e"
"Gwyneth Paltrow 'ready to date again' after split from Chris Martin"	"e"
"Mars InSight mission will drill deep beneath planet's crust for the first time"	"t"
"WTO Talks Near Collapse Over India's Objections"	"b"
"Brittany Murphy's Last Ever Film 'Something Wicked' Released Four Years After  ..."	"e"
"Harley Goes Electric in the Race for New Motorcycle Riders"	"t"
"Shia Labeouf - Shia Labeouf In Rehab - Report"	"e"
"Lindsay Lohan - Lindsay Lohan Left Bruised After Birthday Bike Ride"	"e"
"Cory Monteith - Cory Monteith Was Preparing To Quit Hollywood"	"e"
"Rolling Stones - Rolling Stones Are Highest Grossing Live Act Since 1990"	"e"
"Australia: Missing Malaysia Plane Search Area Shifted Due To New 'Credible  ..."	"b"
"Robert De Niro Crashes World Cup Party in Brooklyn. Internet Explodes"	"e"
"Alibaba Starts US IPO Process as HK Snubbed Over Director Dispute"	"b"
"Oil Market Losing Faith in Libya's Ability to Ramp Crude"	"b"
"Kim Kardashian Is Back As A Blonde Bombshell"	"e"
